,cycle_life,DeltaQ_logVar,DeltaQ_Min,DeltaQ_Skew,DeltaQ_Kurt,QD_Max-2,QD_2,slope_capacity_fade_2-100,intercept_capacity_fade_2-100,slope_capacity_fade_91-100,intercept_capacity_91-100,init_avg_charge_time,avg_T,min_IR,IR_100-2
b3c16,1638.0,-4.694513499472995,-0.013451995639618852,-0.05327197818466717,-0.8886326372546569,0.0033308999999999145,1.061009,-9.691301175023345e-06,1.0640031119154814,-8.315333333328989e-05,1.0705421733333285,11.04336633333335,34.94134876933804,0.015253145,-0.00012093599999999857
b3c17,1315.0,-4.439713079764758,-0.017882391550413823,0.016698005314836766,-0.8152410862997628,0.002599599999999924,1.0664514,-5.8331255411278735e-06,1.067345296473304,-1.9984242424228414e-05,1.0685331951515131,10.041974333333346,35.07228784758459,0.01535425,-0.00016227499999999992
b3c18,1146.0,-4.254052001185467,-0.02345576998165999,-0.2289617001770088,-1.0571234004912051,0.0021301000000000236,1.0680237,-2.9274941249225688e-05,1.0703619310946197,-7.005818181819082e-05,1.074033416363637,10.043129666666696,35.2914180269327,0.014978203,-3.7439999999999696e-05
b3c19,1155.0,-4.171941874669042,-0.025293657704202555,-0.12087812859596625,-1.1118817229154592,0.0019749000000000017,1.0719248,-2.969135807049681e-05,1.0742350855242213,-7.901090909085632e-05,1.0787102018181762,10.043436999999928,35.09835953689969,0.015178323,-4.249000000000093e-05
b3c20,813.0,-4.066344693269561,-0.028071993572476917,-0.33953004746091525,-1.182800467385303,0.0030607000000000273,1.0650502,-7.154074211524625e-06,1.0678147557645856,-4.0721212121241394e-05,1.0705527757575786,10.04332966666664,33.10212248197412,0.015206913,-7.635700000000085e-05
b3c21,772.0,-3.704326685729231,-0.04327614857800555,0.506139744381752,-0.8460875667678058,0.0008403999999999634,1.0678563,-0.00015949170191712002,1.0701122666967626,-0.00019249454545454078,1.0731308890909084,10.067868000000017,34.900399416468076,0.01394002,0.00023393700000000003
b3c22,1002.0,-4.046822397094466,-0.028409329718630083,0.05292211155889781,-1.2689736256162139,0.002844599999999975,1.0562643,-1.5988764378470872e-05,1.0589703502156247,-5.285939393936191e-05,1.0622420321212085,10.043384333333282,34.61069656408486,0.015614755,-0.00012298300000000012
b3c24,825.0,-4.155254994876533,-0.0247723986145858,-0.3357488064002481,-1.2618522100043654,0.004855700000000018,1.0462732,9.65058874459361e-06,1.0499490280548336,-5.4730303030268256e-05,1.0555170539393903,10.042240333333272,34.68760501613314,0.01550305,-0.0001505590000000015
b3c25,989.0,-4.1465607447332715,-0.026576249209760316,-0.36635097992559806,-1.073334512646299,0.004340299999999964,1.0611302,6.950843537417345e-06,1.064468012030096,-5.590848484848053e-05,1.0698965703030299,10.041598333333386,35.58186389191699,0.015591009,-4.924599999999932e-05
b3c26,1028.0,-4.219507413901045,-0.02417913926788795,-0.3421554787701476,-1.060483006313052,0.0037909000000000415,1.0720186,-4.2884230054834176e-07,1.0751341679270245,-4.365515151509802e-05,1.0787545169696915,10.041816666666708,35.745916536891265,0.015538619,-4.2369000000000434e-05
b3c27,850.0,-4.130132310934438,-0.026600290807078597,-0.36115454159106597,-1.1141485878220703,0.004035500000000081,1.0604171,-4.03537043909565e-06,1.0639148665186564,-4.649272727277168e-05,1.0673721254545498,10.045022333333327,35.30844806776433,0.014868693,-9.954799999999965e-05
b3c28,541.0,-3.451657893017001,-0.05783112055064066,0.2996423874831566,-0.9803013452957265,0.0008316999999999908,1.0518668,-0.00019802208534322455,1.0546211465545243,-0.0002672533333332858,1.0606691533333281,10.05914166666674,35.69688828820833,0.013169404,0.00043592300000000125
b3c29,858.0,-4.0635761002012085,-0.028921475161164945,-0.3484488624765838,-1.1797578358031433,0.0048319999999999474,1.0663688,4.077620284473716e-06,1.0702923110624618,-5.9612121212085024e-05,1.0755420975757535,10.041687666666647,31.262889334066085,0.014745088,-0.00016551100000000013
b3c30,935.0,-4.1002255467806545,-0.026737169755743473,-0.3873119059789263,-1.1369092977243447,0.0036004999999998955,1.0687393,-3.416536796544932e-06,1.0718801746897548,-3.100909090906089e-05,1.074063598181815,10.043678666666674,32.24311941023021,0.015509814,-0.00011412599999999912
b3c31,731.0,-3.8396030254357147,-0.035619409739265695,-0.12085281622375785,-1.2916363144954703,0.0034605000000000885,1.0681812,-8.999562152128602e-06,1.0712586655485468,-3.540727272727527e-05,1.0732814145454543,10.046477666666663,34.00003070157337,0.015812302,-2.983200000000047e-05
b3c33,1284.0,-4.395898333073689,-0.019885925647910252,-0.42003516917202466,-1.0089250725849936,0.00264439999999988,1.060272,-1.2591045145323498e-05,1.0628013382519061,-5.6877575757552635e-05,1.0666273884848456,10.043301333333366,33.10710984192206,0.015279103,-0.00015399299999999984
b3c34,1158.0,-4.305659504591576,-0.02150989276991433,-0.184080259057273,-1.1558151157732177,0.0027430999999999983,1.061535,-2.115797278911682e-05,1.064325069743558,-7.76575757575598e-05,1.0693081484848468,10.044184666666649,35.77943527518051,0.015220164,-0.00010690799999999931
b3c35,1093.0,-4.234858289724564,-0.02302807515263361,-0.29633616843670796,-1.1528187004497665,0.002049399999999979,1.0633804,-1.9530938775518864e-05,1.0654954172714903,-4.981272727273622e-05,1.0681985454545464,10.043148666666676,35.532941501822236,0.015308049,-7.601500000000046e-05
b3c36,923.0,-4.253457920681209,-0.022981813517992444,-0.2511211297987007,-1.096826456193566,0.003076099999999915,1.0575287,-2.1971919604211045e-05,1.0604838153745622,-5.938606060600727e-05,1.0636667387878733,10.043801000000046,35.87907157748097,0.015083324,-8.82880000000006e-05
b3c38,1935.0,-4.342053043792284,-0.020147005721674938,-0.054164715839684595,-1.1768867699503416,0.0025093000000000476,1.0701473,-8.787589363032118e-06,1.0724309185726664,-6.188181818177583e-05,1.077245643636359,10.044471,34.745836319764145,0.015742945,-0.00011589700000000022
b3c39,1156.0,-4.454635076566319,-0.017457917694832736,-0.29253860298053624,-1.003013467519955,0.004107000000000083,1.0474036,-6.583238095236377e-06,1.050918795647907,-2.4110303030262593e-05,1.0520108139393898,10.043833000000012,33.887021839840784,0.015480768,-0.00015527400000000038
b3c40,796.0,-4.29510827493732,-0.022053794482172262,-0.3154308934543946,-1.138512905318865,0.004510000000000014,1.0593235,-7.692147186156953e-06,1.0633916873852818,-4.828969696967298e-05,1.0666356460606032,10.043562999999995,34.05341123035083,0.015254971,-0.00023430500000000062
b3c41,786.0,-4.2195093707566445,-0.024192993699098664,-0.3571335569959481,-1.0631301344503463,0.004361900000000141,1.0505219,9.732244897965403e-06,1.0538777989445467,-5.064727272727602e-05,1.0591494945454545,10.042974333333357,33.640262798950594,0.017006677,-0.00017313199999999945
b3c44,940.0,-4.131495522376496,-0.02598513188750473,-0.2446163658848556,-1.2383958928034313,0.004184900000000047,1.06972,4.689736549154145e-06,1.073078213334983,-1.7926666666686124e-05,1.0746688466666683,10.043435666666628,33.35164903826186,0.01551657,-0.00010574500000000084
b3c45,1801.0,-4.5208508005857535,-0.016477960740300612,-0.32814304597836497,-1.1771286021323724,0.0025961999999999374,1.0695485,-1.25845392688037e-07,1.0714722756907844,-7.187878787868297e-06,1.071735902424241,11.037649999999994,32.72596355233115,0.015557319,-7.953999999999947e-05
